Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
94,Wednesday Jul 20,boxscore,CHC,,NYM,W,6,2,,57-37,1,up 7.0,Hendricks,Colon,,2:49,D,41210,+,
95,Friday Jul 22,boxscore,CHC,@,MIL,W,5,2,,58-37,1,up 6.5,Hammel,Nelson,Rondon,3:07,N,42243,++,
96,Saturday Jul 23,boxscore,CHC,@,MIL,L,1,6,,58-38,1,up 6.5,Davies,Lackey,,2:56,N,44643,-,
97,Sunday Jul 24,boxscore,CHC,@,MIL,W,6,5,,59-38,1,up 7.5,Nathan,Smith,Rondon,4:08,D,43310,+,
98,Monday Jul 25,boxscore,CHC,@,CHW,L-wo,4,5,,59-39,1,up 7.0,Jennings,Montgomery,,3:23,N,39510,-,
99,Tuesday Jul 26,boxscore,CHC,@,CHW,L,0,3,,59-40,1,up 6.5,Shields,Hendricks,Robertson,2:55,N,39553,--,
100,Wednesday Jul 27,boxscore,CHC,,CHW,W,8,1,,60-40,1,up 6.5,Hammel,Ranaudo,,2:51,N,41166,+,
101,Thursday Jul 28,boxscore,CHC,,CHW,W,3,1,,61-40,1,up 6.5,Lackey,Sale,Chapman,2:51,N,41157,++,
102,Friday Jul 29,boxscore,CHC,,SEA,W,12,1,,62-40,1,up 6.5,Lester,Iwakuma,,3:08,D,40951,+++,
103,Saturday Jul 30,boxscore,CHC,,SEA,L,1,4,,62-41,1,up 6.5,Miley,Arrieta,Cishek,2:37,D,41401,-,
104,Sunday Jul 31,boxscore,CHC,,SEA,W-wo,7,6,12,63-41,1,up 7.5,Rondon,Martin,,4:18,N,40952,+,
105,Monday Aug 1,boxscore,CHC,,MIA,W,5,0,,64-41,1,up 8.0,Hendricks,Conley,,2:47,N,40937,++,
106,Tuesday Aug 2,boxscore,CHC,,MIA,W,3,2,,65-41,1,up 9.0,Hammel,Fernandez,Chapman,2:48,N,40419,+++,
107,Wednesday Aug 3,boxscore,CHC,,MIA,W-wo,5,4,,66-41,1,up 9.0,Grimm,Ramos,,3:19,D,41147,++++,
108,Friday Aug 5,boxscore,CHC,@,OAK,W,7,2,,67-41,1,up 9.5,Lester,Overton,,2:56,N,25182,+++++,
109,Saturday Aug 6,boxscore,CHC,@,OAK,W,4,0,,68-41,1,up10.5,Arrieta,Gray,,2:56,D,32358,++++++,
110,Sunday Aug 7,boxscore,CHC,@,OAK,W,3,1,,69-41,1,up11.5,Hendricks,Manaea,Chapman,2:53,D,23450,+++++++,
111,Tuesday Aug 9,boxscore,CHC,,LAA,W,5,1,,70-41,1,up12.0,Lackey,Weaver,,2:22,N,41227,++++++++,
112,Wednesday Aug 10,boxscore,CHC,,LAA,W,3,1,,71-41,1,up12.0,Hammel,Nolasco,Chapman,2:50,N,41015,+++++++++,
113,Thursday Aug 11,boxscore,CHC,,STL,W-wo,4,3,11,72-41,1,up13.0,Montgomery,Duke,,3:55,N,40597,++++++++++,
