"","X1","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"940",1886,102,"Saturday Jul 28","boxscore","NYM","@","PIT","L",0,5,NA,"43-59",4,"14.0","Williams","deGrom",NA,02:41:00,"N",35900,"--",NA
"941",1887,103,"Sunday Jul 29","boxscore","NYM","@","PIT","W",1,0,NA,"44-59",4,"13.0","Wheeler","Musgrove","Swarzak",02:44:00,"D",23749,"+",NA
"942",1888,104,"Tuesday Jul 31","boxscore","NYM","@","WSN","L",4,25,NA,"44-60",4,"13.5","Roark","Matz",NA,03:16:00,"N",35029,"-",NA
"943",1889,105,"Wednesday Aug 1","boxscore","NYM","@","WSN","L",3,5,NA,"44-61",4,"14.0","Milone","Syndergaard","Herrera",02:38:00,"D",34319,"--",NA
"944",1897,113,"Friday Aug 10","boxscore","NYM","@","MIA","W",6,2,NA,"48-65",4,"15.0","Wheeler","Urena",NA,02:44:00,"N",6993,"++",NA
"945",1898,114,"Saturday Aug 11","boxscore","NYM","@","MIA","L-wo",3,4,11,"48-66",4,"16.0","Guerra","Rhame",NA,03:26:00,"N",11478,"-",NA
"946",1899,115,"Sunday Aug 12","boxscore","NYM","@","MIA","W",4,3,NA,"49-66",4,"15.0","Syndergaard","Chen","Lugo",02:56:00,"D",8964,"+",NA
"947",1900,116,"Monday Aug 13","boxscore","NYM","@","NYY","W",8,5,NA,"50-66",4,"15.5","deGrom","Severino","Gsellman",03:18:00,"N",47233,"++",NA
"948",1901,117,"Tuesday Aug 14","boxscore","NYM","@","BAL","L",3,6,NA,"50-67",4,"16.5","Cashner","Wahl","Givens",02:38:00,"N",20527,"-",NA
"949",1902,118,"Wednesday Aug 15","boxscore","NYM","@","BAL","W",16,5,NA,"51-67",4,"16.5","Wheeler","Bundy",NA,03:27:00,"N",25045,"+",NA
"950",1903,119,"Thursday Aug 16 (1)","boxscore","NYM","@","PHI","W",24,4,NA,"52-67",4,"16.0","Oswalt","Suarez",NA,03:01:00,"N",NA,"++",NA
"951",1904,120,"Thursday Aug 16 (2)","boxscore","NYM","@","PHI","L",6,9,NA,"52-68",4,"16.0","Eflin","Matz","Dominguez",03:03:00,"N",33049,"-",NA
"952",1905,121,"Friday Aug 17","boxscore","NYM","@","PHI","L",2,4,NA,"52-69",4,"16.0","Nola","Syndergaard","Neshek",03:21:00,"N",40460,"--",NA
"953",1906,122,"Saturday Aug 18","boxscore","NYM","@","PHI","W",3,1,NA,"53-69",4,"15.0","deGrom","Arrieta",NA,02:31:00,"D",35158,"+",NA
"954",1907,123,"Sunday Aug 19","boxscore","NYM","@","PHI","W",8,2,NA,"54-69",4,"14.0","Vargas","Pivetta",NA,03:11:00,"N",2429,"++",NA
"955",1915,131,"Monday Aug 27","boxscore","NYM","@","CHC","L",4,7,NA,"58-73",4,"15.5","Cishek","Blevins","Chavez",03:15:00,"N",38935,"--",NA
"956",1916,132,"Tuesday Aug 28","boxscore","NYM","@","CHC","L-wo",1,2,11,"58-74",4,"16.5","Chavez","Sewald",NA,03:41:00,"N",37017,"---",NA
"957",1917,133,"Wednesday Aug 29","boxscore","NYM","@","CHC","W",10,3,NA,"59-74",4,"15.5","Vargas","Mills",NA,03:10:00,"D",33386,"+",NA
"958",1918,134,"Friday Aug 31","boxscore","NYM","@","SFG","L",0,7,NA,"59-75",4,"15.0","Suarez","Wheeler",NA,02:22:00,"N",39057,"-",NA
"959",1919,135,"Saturday Sep 1","boxscore","NYM","@","SFG","W",2,1,11,"60-75",4,"15.0","Blevins","Strickland","Gsellman",02:56:00,"D",38875,"+",NA
"960",1920,136,"Sunday Sep 2","boxscore","NYM","@","SFG","W",4,1,NA,"61-75",4,"15.0","Syndergaard","Stratton",NA,02:23:00,"D",39692,"++",NA
"961",1921,137,"Monday Sep 3","boxscore","NYM","@","LAD","W",4,2,NA,"62-75",4,"14.0","Smith","Maeda","Gsellman",03:30:00,"N",45206,"+++",NA
"962",1922,138,"Tuesday Sep 4","boxscore","NYM","@","LAD","L",4,11,NA,"62-76",4,"14.0","Hill","Vargas",NA,03:17:00,"N",46651,"-",NA
"963",1923,139,"Wednesday Sep 5","boxscore","NYM","@","LAD","W",7,3,NA,"63-76",4,"13.0","Wheeler","Ryu",NA,02:39:00,"D",40317,"+",NA
"964",1931,147,"Friday Sep 14","boxscore","NYM","@","BOS","W",8,0,NA,"69-78",4,"14.0","Syndergaard","Cuevas",NA,02:59:00,"N",37117,"++++",NA
"965",1932,148,"Saturday Sep 15","boxscore","NYM","@","BOS","L",3,5,NA,"69-79",4,"14.0","Porcello","Sewald","Kimbrel",03:11:00,"D",36611,"-",NA
"966",1933,149,"Sunday Sep 16","boxscore","NYM","@","BOS","L",3,4,NA,"69-80",4,"14.0","Workman","Lugo","Wright",02:55:00,"D",36526,"--",NA
"967",1934,150,"Monday Sep 17","boxscore","NYM","@","PHI","W",9,4,NA,"70-80",4,"13.0","Wheeler","Hunter",NA,03:07:00,"N",21767,"+",NA
"968",1935,151,"Tuesday Sep 18","boxscore","NYM","@","PHI","L",2,5,NA,"70-81",4,"13.0","Neshek","Smith","Neris",03:22:00,"N",18895,"-",NA
"969",1936,152,"Wednesday Sep 19","boxscore","NYM","@","PHI","L",0,4,NA,"70-82",4,"14.0","Eflin","Syndergaard",NA,03:02:00,"N",19085,"--",NA
"970",1937,153,"Thursday Sep 20","boxscore","NYM","@","WSN","W",5,4,12,"71-82",4,"14.0","Rhame","Rodriguez","Sewald",04:16:00,"N",28358,"+",NA
"971",1938,154,"Friday Sep 21","boxscore","NYM","@","WSN","W",4,2,NA,"72-82",4,"14.0","deGrom","Ross","Gsellman",02:57:00,"N",37895,"++",NA
"972",1939,155,"Saturday Sep 22","boxscore","NYM","@","WSN","L",0,6,NA,"72-83",4,"15.0","Voth","Oswalt",NA,02:32:00,"D",39372,"-",NA
"973",1940,156,"Sunday Sep 23","boxscore","NYM","@","WSN","W",8,6,NA,"73-83",4,"15.0","Gagnon","Suero","Swarzak",04:14:00,"D",34218,"+",NA
"974",1947,1,"Thursday Mar 29","boxscore","NYY","@","TOR","W",6,1,NA,"1-0",1,"Tied","Severino","Happ",NA,02:51:00,"D",48115,"+",NA
"975",1948,2,"Friday Mar 30","boxscore","NYY","@","TOR","W",4,2,NA,"2-0",1,"up 0.5","Tanaka","Sanchez","Chapman",02:49:00,"N",33716,"++",NA
"976",1949,3,"Saturday Mar 31","boxscore","NYY","@","TOR","L",3,5,NA,"2-1",1,"Tied","Tepera","Betances","Osuna",02:37:00,"D",37692,"-",NA
"977",1950,4,"Sunday Apr 1","boxscore","NYY","@","TOR","L",4,7,NA,"2-2",2,"1.0","Clippard","Robertson","Oh",03:03:00,"D",29091,"--",NA
"978",1957,11,"Tuesday Apr 10","boxscore","NYY","@","BOS","L",1,14,NA,"5-6",3,"4.5","Sale","Severino",NA,03:11:00,"N",32357,"--",NA
"979",1958,12,"Wednesday Apr 11","boxscore","NYY","@","BOS","W",10,7,NA,"6-6",3,"3.5","Tanaka","Price",NA,03:59:00,"N",32400,"+",NA
"980",1959,13,"Thursday Apr 12","boxscore","NYY","@","BOS","L",3,6,NA,"6-7",3,"4.5","Porcello","Gray","Kimbrel",03:01:00,"N",36341,"-",NA
"981",1960,14,"Friday Apr 13","boxscore","NYY","@","DET","W",8,6,NA,"7-7",3,"4.5","Montgomery","Fiers","Chapman",03:28:00,"N",21363,"+",NA
"982",1971,25,"Friday Apr 27","boxscore","NYY","@","LAA","W",4,3,10,"16-9",2,"3.0","Robertson","Parker","Chapman",03:15:00,"N",40416,"+++++++",NA
"983",1972,26,"Saturday Apr 28","boxscore","NYY","@","LAA","W",11,1,NA,"17-9",2,"2.0","Tanaka","Richards",NA,03:09:00,"N",44649,"++++++++",NA
"984",1973,27,"Sunday Apr 29","boxscore","NYY","@","LAA","W",2,1,NA,"18-9",2,"2.0","Sabathia","Skaggs","Chapman",03:00:00,"N",44593,"+++++++++",NA
"985",1974,28,"Monday Apr 30","boxscore","NYY","@","HOU","L",1,2,NA,"18-10",2,"3.0","Morton","Gray","Giles",02:31:00,"N",30061,"-",NA
"986",1975,29,"Tuesday May 1","boxscore","NYY","@","HOU","W",4,0,NA,"19-10",2,"2.0","Robertson","Giles",NA,02:57:00,"N",34386,"+",NA
"987",1976,30,"Wednesday May 2","boxscore","NYY","@","HOU","W",4,0,NA,"20-10",2,"2.0","Severino","Keuchel",NA,02:31:00,"N",31617,"++",NA
"988",1977,31,"Thursday May 3","boxscore","NYY","@","HOU","W",6,5,NA,"21-10",2,"1.0","Shreve","Harris","Chapman",03:11:00,"D",34838,"+++",NA
"989",1987,41,"Tuesday May 15","boxscore","NYY","@","WSN","L",3,5,NA,"28-13",1,"up 0.5","Suero","Green","Doolittle",02:55:00,"N",41567,"-",NA
"990",1988,42,"Friday May 18","boxscore","NYY","@","KCR","L",2,5,NA,"28-14",2,"0.5","Junis","Sabathia","Herrera",02:46:00,"N",26433,"--",NA
"991",1989,43,"Saturday May 19","boxscore","NYY","@","KCR","W",8,3,NA,"29-14",2,"0.5","Severino","Duffy",NA,02:57:00,"N",33684,"+",NA
"992",1990,44,"Sunday May 20","boxscore","NYY","@","KCR","W",10,1,NA,"30-14",2,"0.5","Gray","Skoglund",NA,02:31:00,"D",24121,"++",NA
"993",1991,45,"Monday May 21","boxscore","NYY","@","TEX","W",10,5,NA,"31-14",1,"Tied","Tanaka","Colon",NA,03:07:00,"N",29553,"+++",NA
"994",1992,46,"Tuesday May 22","boxscore","NYY","@","TEX","L",4,6,NA,"31-15",2,"1.0","Hamels","German","Kela",03:07:00,"N",30325,"-",NA
"995",1993,47,"Wednesday May 23","boxscore","NYY","@","TEX","L",10,12,NA,"31-16",2,"2.0","Claudio","Robertson","Kela",03:20:00,"N",31304,"--",NA
"996",2000,54,"Friday Jun 1","boxscore","NYY","@","BAL","W",4,1,NA,"36-18",2,"1.0","Gray","Cashner","Chapman",03:03:00,"N",26500,"+++",NA
"997",2001,55,"Saturday Jun 2","boxscore","NYY","@","BAL","W",8,5,NA,"37-18",2,"1.0","Tanaka","Gausman",NA,03:31:00,"D",32823,"++++",NA
"998",2002,56,"Monday Jun 4 (1)","boxscore","NYY","@","DET","W",7,4,NA,"38-18",2,"1.5","Severino","VerHagen","Chapman",02:46:00,"D",28016,"+++++",NA
"999",2003,57,"Monday Jun 4 (2)","boxscore","NYY","@","DET","L",2,4,NA,"38-19",2,"1.5","Fiers","German","Greene",03:07:00,"N",24165,"-",NA
"1000",2004,58,"Tuesday Jun 5","boxscore","NYY","@","TOR","W",7,2,NA,"39-19",2,"1.5","Sabathia","Oh",NA,02:38:00,"N",29308,"+",NA
"1001",2005,59,"Wednesday Jun 6","boxscore","NYY","@","TOR","W",3,0,13,"40-19",2,"1.5","Robertson","Biagini","Chapman",03:41:00,"N",27838,"++",NA
"1002",2006,60,"Friday Jun 8","boxscore","NYY","@","NYM","W",4,1,NA,"41-19",1,"Tied","Green","deGrom","Chapman",02:28:00,"N",42961,"+++",NA
"1003",2007,61,"Saturday Jun 9","boxscore","NYY","@","NYM","W",4,3,NA,"42-19",1,"Tied","Robertson","Swarzak","Chapman",02:57:00,"N",43603,"++++",NA
"1004",2008,62,"Sunday Jun 10","boxscore","NYY","@","NYM","L",0,2,NA,"42-20",1,"Tied","Lugo","Severino","Swarzak",02:40:00,"N",36171,"-",NA
"1005",2015,69,"Monday Jun 18","boxscore","NYY","@","WSN","W",4,2,NA,"47-22",1,"Tied","Gray","Fedde","Chapman",03:26:00,"N",42723,"+",NA
"1006",2019,73,"Friday Jun 22","boxscore","NYY","@","TBR","L",1,2,NA,"50-23",1,"up 1.0","Yarbrough","Sabathia","Romo",03:08:00,"N",27252,"-",NA
"1007",2020,74,"Saturday Jun 23","boxscore","NYY","@","TBR","L",0,4,NA,"50-24",1,"up 1.0","Font","Gray",NA,02:39:00,"D",29831,"--",NA
"1008",2021,75,"Sunday Jun 24","boxscore","NYY","@","TBR","L-wo",6,7,12,"50-25",1,"Tied","Yarbrough","Shreve",NA,04:16:00,"D",23667,"---",NA
"1009",2022,76,"Monday Jun 25","boxscore","NYY","@","PHI","W",4,2,NA,"51-25",1,"up 0.5","Loaisiga","Velasquez","Chapman",03:20:00,"N",44136,"+",NA
"1010",2023,77,"Tuesday Jun 26","boxscore","NYY","@","PHI","W",6,0,NA,"52-25",1,"up 0.5","Severino","Arrieta",NA,02:38:00,"N",43568,"++",NA
"1011",2024,78,"Wednesday Jun 27","boxscore","NYY","@","PHI","L",0,3,NA,"52-26",2,"0.5","Eflin","Cessa","Dominguez",02:43:00,"N",42028,"-",NA
"1012",2031,85,"Friday Jul 6","boxscore","NYY","@","TOR","L",2,6,NA,"56-29",2,"2.0","Biagini","Gray",NA,03:07:00,"N",37254,"-",NA
"1013",2032,86,"Saturday Jul 7","boxscore","NYY","@","TOR","W",8,5,NA,"57-29",2,"2.0","Severino","Happ",NA,03:31:00,"D",44352,"+",NA
"1014",2033,87,"Sunday Jul 8","boxscore","NYY","@","TOR","W",2,1,10,"58-29",2,"2.0","Green","Clippard","Robertson",02:51:00,"D",39866,"++",NA
"1015",2034,88,"Monday Jul 9 (1)","boxscore","NYY","@","BAL","L",4,5,NA,"58-30",2,"2.5","Wright","Sabathia","Britton",02:55:00,"N",NA,"-",NA
"1016",2035,89,"Monday Jul 9 (2)","boxscore","NYY","@","BAL","W",10,2,NA,"59-30",2,"2.5","Cessa","Ramirez","Gallegos",03:13:00,"N",26340,"+",NA
"1017",2036,90,"Tuesday Jul 10","boxscore","NYY","@","BAL","L-wo",5,6,NA,"59-31",2,"3.5","Britton","Betances",NA,03:07:00,"N",18418,"-",NA
"1018",2037,91,"Wednesday Jul 11","boxscore","NYY","@","BAL","W",9,0,NA,"60-31",2,"3.5","Gray","Bundy",NA,03:22:00,"N",17808,"+",NA
"1019",2038,92,"Thursday Jul 12","boxscore","NYY","@","CLE","W",7,4,NA,"61-31",2,"3.5","Robertson","Kluber","Chapman",03:07:00,"N",31267,"++",NA
"1020",2039,93,"Friday Jul 13","boxscore","NYY","@","CLE","L",5,6,NA,"61-32",2,"3.5","Bieber","German","Allen",02:59:00,"N",35078,"-",NA
"1021",2040,94,"Saturday Jul 14","boxscore","NYY","@","CLE","W",5,4,NA,"62-32",2,"3.5","Robertson","Clevinger","Chapman",03:10:00,"N",35353,"+",NA
"1022",2041,95,"Sunday Jul 15","boxscore","NYY","@","CLE","L",2,5,NA,"62-33",2,"4.5","Carrasco","Green","Allen",02:52:00,"D",32644,"-",NA
"1023",2044,98,"Monday Jul 23","boxscore","NYY","@","TBR","L",6,7,NA,"63-35",2,"6.0","Andriese","Severino","Alvarado",03:26:00,"N",14670,"-",NA
"1024",2045,99,"Tuesday Jul 24","boxscore","NYY","@","TBR","W",4,0,NA,"64-35",2,"5.0","Tanaka","Chirinos",NA,02:37:00,"N",19579,"+",NA
"1025",2046,100,"Wednesday Jul 25","boxscore","NYY","@","TBR","L",2,3,NA,"64-36",2,"5.5","Castillo","Cessa","Romo",02:46:00,"D",27372,"-",NA
"1026",2053,107,"Thursday Aug 2","boxscore","NYY","@","BOS","L",7,15,NA,"68-39",2,"6.5","Johnson","Holder",NA,03:25:00,"N",37317,"--",NA
"1027",2054,108,"Friday Aug 3","boxscore","NYY","@","BOS","L",1,4,NA,"68-40",2,"7.5","Porcello","Severino",NA,02:15:00,"N",37231,"---",NA
"1028",2055,109,"Saturday Aug 4","boxscore","NYY","@","BOS","L",1,4,NA,"68-41",2,"8.5","Eovaldi","Adams",NA,02:33:00,"D",36699,"----",NA
"1029",2056,110,"Sunday Aug 5","boxscore","NYY","@","BOS","L-wo",4,5,10,"68-42",2,"9.5","Barnes","Holder",NA,04:39:00,"N",37830,"-----",NA
"1030",2057,111,"Monday Aug 6","boxscore","NYY","@","CHW","W",7,0,NA,"69-42",2,"9.0","Lynn","Covey",NA,02:59:00,"N",22084,"+",NA
"1031",2058,112,"Tuesday Aug 7","boxscore","NYY","@","CHW","W",4,3,13,"70-42",2,"9.0","Gray","Avilan",NA,04:26:00,"N",19643,"++",NA
"1032",2059,113,"Wednesday Aug 8","boxscore","NYY","@","CHW","W",7,3,NA,"71-42",2,"9.0","Severino","Giolito",NA,03:05:00,"N",27038,"+++",NA
"1033",2071,125,"Tuesday Aug 21","boxscore","NYY","@","MIA","W",2,1,12,"79-46",2,"8.0","Cole","Guerra","Kahnle",04:14:00,"N",26275,"++++",NA
"1034",2072,126,"Wednesday Aug 22","boxscore","NYY","@","MIA","L",3,9,NA,"79-47",2,"9.0","Garcia","Lynn",NA,03:25:00,"N",25547,"-",NA
"1035",2073,127,"Friday Aug 24","boxscore","NYY","@","BAL","W",7,5,10,"80-47",2,"8.5","Green","Carroll","Britton",03:29:00,"N",27150,"+",NA
"1036",2074,128,"Saturday Aug 25 (1)","boxscore","NYY","@","BAL","W",10,3,NA,"81-47",2,"7.0","Happ","Yacabonis","Cessa",03:06:00,"D",32445,"++",NA
"1037",2075,129,"Saturday Aug 25 (2)","boxscore","NYY","@","BAL","W",5,1,NA,"82-47",2,"7.0","Gray","Cashner","Betances",02:50:00,"N",26236,"+++",NA
"1038",2076,130,"Sunday Aug 26","boxscore","NYY","@","BAL","W",5,3,NA,"83-47",2,"6.0","Severino","Bundy","Robertson",03:18:00,"N",17343,"++++",NA
"1039",2084,138,"Monday Sep 3","boxscore","NYY","@","OAK","L",3,6,NA,"86-52",2,"8.5","Cahill","Sabathia","Treinen",03:04:00,"D",40546,"--",NA
"1040",2085,139,"Tuesday Sep 4","boxscore","NYY","@","OAK","W",5,1,NA,"87-52",2,"8.5","Robertson","Rodney",NA,03:12:00,"N",17536,"+",NA
"1041",2086,140,"Wednesday Sep 5","boxscore","NYY","@","OAK","L",2,8,NA,"87-53",2,"9.5","Fiers","Severino",NA,02:53:00,"N",21004,"-",NA
"1042",2087,141,"Friday Sep 7","boxscore","NYY","@","SEA","W",4,0,NA,"88-53",2,"8.5","Tanaka","Paxton",NA,02:32:00,"N",32195,"+",NA
"1043",2088,142,"Saturday Sep 8","boxscore","NYY","@","SEA","W",4,2,NA,"89-53",2,"7.5","Lynn","Vincent","Betances",02:49:00,"N",38733,"++",NA
"1044",2089,143,"Sunday Sep 9","boxscore","NYY","@","SEA","L",2,3,NA,"89-54",2,"8.5","Colome","Betances","Diaz",03:05:00,"D",34917,"-",NA
"1045",2090,144,"Monday Sep 10","boxscore","NYY","@","MIN","W",7,2,NA,"90-54",2,"8.0","Happ","Gibson",NA,03:39:00,"N",21565,"+",NA
"1046",2091,145,"Tuesday Sep 11","boxscore","NYY","@","MIN","L",5,10,NA,"90-55",2,"9.0","Stewart","Gray",NA,03:04:00,"N",20343,"-",NA
"1047",2092,146,"Wednesday Sep 12","boxscore","NYY","@","MIN","L",1,3,NA,"90-56",2,"10.0","Odorizzi","Severino","Hildenberger",02:46:00,"N",24134,"--",NA
"1048",2102,156,"Monday Sep 24","boxscore","NYY","@","TBR","W",4,1,NA,"96-60",2,"9.5","Gray","Yarbrough","Britton",03:01:00,"N",13832,"+",NA
"1049",2103,157,"Tuesday Sep 25","boxscore","NYY","@","TBR","W",9,2,NA,"97-60",2,"9.0","Severino","Faria",NA,03:14:00,"N",10953,"++",NA
"1050",2104,158,"Wednesday Sep 26","boxscore","NYY","@","TBR","L",7,8,NA,"97-61",2,"9.5","Chirinos","Tanaka","Romo",03:52:00,"N",11325,"-",NA
"1051",2105,159,"Thursday Sep 27","boxscore","NYY","@","TBR","W",12,1,NA,"98-61",2,"9.0","Sabathia","Schultz",NA,02:49:00,"D",12349,"+",NA
"1052",2106,160,"Friday Sep 28","boxscore","NYY","@","BOS","W",11,6,NA,"99-61",2,"8.0","Happ","Johnson",NA,03:27:00,"N",36779,"++",NA
"1053",2107,161,"Saturday Sep 29","boxscore","NYY","@","BOS","W",8,5,NA,"100-61",2,"7.0","Lynn","Rodriguez","Chapman",03:40:00,"D",36375,"+++",NA
"1054",2108,162,"Sunday Sep 30","boxscore","NYY","@","BOS","L",2,10,NA,"100-62",2,"8.0","Rodriguez","Cessa",NA,03:20:00,"D",36201,"-",NA
"1055",2117,9,"Friday Apr 6","boxscore","OAK","@","LAA","L",9,13,NA,"3-6",4,"3.5","Johnson","Treinen",NA,03:35:00,"N",36023,"--",NA
"1056",2118,10,"Saturday Apr 7","boxscore","OAK","@","LAA","W",7,3,NA,"4-6",4,"3.5","Triggs","Ramirez","Treinen",03:20:00,"N",40129,"+",NA
"1057",2119,11,"Sunday Apr 8","boxscore","OAK","@","LAA","L",1,6,NA,"4-7",4,"4.5","Ohtani","Graveman",NA,02:53:00,"D",44742,"-",NA
"1058",2120,12,"Tuesday Apr 10","boxscore","OAK","@","LAD","L",0,4,NA,"4-8",4,"5.0","Ryu","Manaea","Jansen",02:49:00,"N",41243,"--",NA
"1059",2121,13,"Wednesday Apr 11","boxscore","OAK","@","LAD","W",16,6,NA,"5-8",4,"5.0","Mengden","Wood",NA,03:50:00,"N",49394,"+",NA
"1060",2122,14,"Friday Apr 13","boxscore","OAK","@","SEA","L",4,7,NA,"5-9",4,"6.5","Altavilla","Coulombe","Diaz",03:08:00,"N",25352,"-",NA
"1061",2123,15,"Saturday Apr 14","boxscore","OAK","@","SEA","L",8,10,NA,"5-10",4,"7.5","Bradford","Graveman","Diaz",03:32:00,"N",29013,"--",NA
"1062",2124,16,"Sunday Apr 15","boxscore","OAK","@","SEA","W",2,1,NA,"6-10",4,"7.0","Manaea","Hernandez","Treinen",02:40:00,"D",25882,"+",NA
"1063",2131,23,"Monday Apr 23","boxscore","OAK","@","TEX","W",9,4,NA,"12-11",3,"3.5","Buchter","Jepsen",NA,03:20:00,"N",17060,"+++",NA
"1064",2132,24,"Tuesday Apr 24","boxscore","OAK","@","TEX","W",3,2,NA,"13-11",3,"3.0","Triggs","Hamels","Casilla",03:07:00,"N",19391,"++++",NA
"1065",2133,25,"Wednesday Apr 25","boxscore","OAK","@","TEX","L",2,4,NA,"13-12",4,"3.5","Chavez","Graveman","Kela",02:59:00,"N",19121,"-",NA
"1066",2134,26,"Friday Apr 27","boxscore","OAK","@","HOU","W",8,1,NA,"14-12",4,"2.5","Manaea","Keuchel",NA,02:30:00,"N",32636,"+",NA
"1067",2135,27,"Saturday Apr 28","boxscore","OAK","@","HOU","L",0,11,NA,"14-13",4,"3.5","McCullers","Mengden",NA,03:14:00,"N",41493,"-",NA
"1068",2136,28,"Sunday Apr 29","boxscore","OAK","@","HOU","L",4,8,NA,"14-14",4,"4.5","Harris","Cahill",NA,02:46:00,"D",39131,"--",NA
"1069",2137,29,"Tuesday May 1","boxscore","OAK","@","SEA","L",3,6,NA,"14-15",4,"5.0","Hernandez","Triggs","Diaz",03:06:00,"N",12468,"---",NA
"1070",2138,30,"Wednesday May 2","boxscore","OAK","@","SEA","W",3,2,NA,"15-15",4,"4.0","Treinen","Diaz",NA,02:25:00,"N",11603,"+",NA
"1071",2139,31,"Thursday May 3","boxscore","OAK","@","SEA","L",1,4,NA,"15-16",4,"4.0","Bradford","Manaea","Diaz",02:31:00,"N",12888,"-",NA
"1072",2146,38,"Friday May 11","boxscore","OAK","@","NYY","W",10,5,NA,"19-19",4,"4.0","Graveman","Gray","Treinen",03:02:00,"N",43093,"+",NA
"1073",2147,39,"Saturday May 12","boxscore","OAK","@","NYY","L-wo",6,7,11,"19-20",4,"5.0","Cole","Hatcher",NA,04:15:00,"D",41859,"-",NA
"1074",2148,40,"Sunday May 13","boxscore","OAK","@","NYY","L",2,6,NA,"19-21",4,"6.0","Severino","Anderson",NA,03:07:00,"D",40538,"--",NA
"1075",2149,41,"Monday May 14","boxscore","OAK","@","BOS","W",6,5,NA,"20-21",4,"5.0","Manaea","Porcello","Treinen",02:40:00,"N",35249,"+",NA
"1076",2150,42,"Tuesday May 15","boxscore","OAK","@","BOS","W",5,3,NA,"21-21",4,"5.0","Mengden","Rodriguez","Treinen",03:16:00,"N",34906,"++",NA
"1077",2151,43,"Wednesday May 16","boxscore","OAK","@","BOS","L",4,6,NA,"21-22",4,"6.0","Sale","Cahill","Kimbrel",03:08:00,"N",34947,"-",NA
"1078",2152,44,"Thursday May 17","boxscore","OAK","@","TOR","W",10,5,NA,"22-22",4,"5.5","Petit","Sanchez",NA,03:34:00,"N",22893,"+",NA
"1079",2153,45,"Friday May 18","boxscore","OAK","@","TOR","W",3,1,NA,"23-22",4,"5.5","Coulombe","Estrada","Treinen",02:55:00,"N",21703,"++",NA
"1080",2154,46,"Saturday May 19","boxscore","OAK","@","TOR","W",5,4,NA,"24-22",4,"4.5","Pagan","Clippard","Treinen",03:16:00,"D",35786,"+++",NA
"1081",2155,47,"Sunday May 20","boxscore","OAK","@","TOR","W",9,2,NA,"25-22",4,"4.5","Mengden","Biagini",NA,03:11:00,"D",30676,"++++",NA
"1082",2166,58,"Friday Jun 1","boxscore","OAK","@","KCR","W",16,0,NA,"30-28",4,"6.5","Montas","Kennedy",NA,02:49:00,"N",23413,"++",NA
"1083",2167,59,"Saturday Jun 2","boxscore","OAK","@","KCR","L",4,5,NA,"30-29",4,"6.5","Hill","Petit","Herrera",03:00:00,"D",24553,"-",NA
"1084",2168,60,"Sunday Jun 3","boxscore","OAK","@","KCR","W",5,1,NA,"31-29",4,"6.5","Trivino","Junis",NA,02:26:00,"D",19424,"+",NA
"1085",2169,61,"Tuesday Jun 5","boxscore","OAK","@","TEX","L",4,7,NA,"31-30",4,"7.5","Martin","Trivino","Kela",02:52:00,"N",19470,"-",NA
"1086",2170,62,"Wednesday Jun 6","boxscore","OAK","@","TEX","L",2,8,NA,"31-31",4,"7.5","Colon","Mengden",NA,03:05:00,"N",22335,"--",NA
"1087",2181,73,"Tuesday Jun 19","boxscore","OAK","@","SDP","W",4,2,10,"37-36",4,"11.0","Trivino","Cimber","Treinen",03:21:00,"N",37485,"+++",NA
"1088",2182,74,"Wednesday Jun 20","boxscore","OAK","@","SDP","W",12,4,NA,"38-36",4,"11.0","Montas","Lucchesi",NA,03:04:00,"D",28225,"++++",NA
"1089",2183,75,"Friday Jun 22 (1)","boxscore","OAK","@","CHW","W",11,2,NA,"39-36",4,"10.5","Manaea","Shields",NA,03:04:00,"D",NA,"+++++",NA
"1090",2184,76,"Friday Jun 22 (2)","boxscore","OAK","@","CHW","L",4,6,NA,"39-37",4,"10.5","Giolito","Bassitt","Soria",02:47:00,"D",18323,"-",NA
"1091",2185,77,"Saturday Jun 23","boxscore","OAK","@","CHW","W",7,6,NA,"40-37",4,"10.5","Trivino","Minaya","Treinen",03:28:00,"D",20457,"+",NA
"1092",2186,78,"Sunday Jun 24","boxscore","OAK","@","CHW","L",3,10,NA,"40-38",4,"11.5","Rodon","Blackburn",NA,02:42:00,"D",21908,"-",NA
"1093",2187,79,"Monday Jun 25","boxscore","OAK","@","DET","W",5,4,NA,"41-38",3,"10.5","Trivino","Greene","Treinen",03:17:00,"D",19127,"+",NA
"1094",2188,80,"Tuesday Jun 26","boxscore","OAK","@","DET","W",9,7,NA,"42-38",3,"10.5","Buchter","Greene","Treinen",03:47:00,"N",22809,"++",NA
"1095",2189,81,"Wednesday Jun 27","boxscore","OAK","@","DET","W",3,0,NA,"43-38",3,"10.5","Bassitt","Fiers","Trivino",03:11:00,"N",23961,"+++",NA
"1096",2190,82,"Thursday Jun 28","boxscore","OAK","@","DET","W",4,2,NA,"44-38",3,"10.5","Manaea","Fulmer","Treinen",02:29:00,"D",28866,"++++",NA
"1097",2196,88,"Friday Jul 6","boxscore","OAK","@","CLE","L",4,10,NA,"48-40",3,"10.0","Carrasco","Blackburn",NA,03:16:00,"N",34633,"-",NA
