"","X1","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"1098",2197,89,"Saturday Jul 7","boxscore","OAK","@","CLE","W",6,3,11,"49-40",3,"10.0","Treinen","Tomlin",NA,03:49:00,"D",33195,"+",NA
"1099",2198,90,"Sunday Jul 8","boxscore","OAK","@","CLE","W",6,0,NA,"50-40",3,"10.0","Anderson","Bieber",NA,03:04:00,"D",27125,"++",NA
"1100",2199,91,"Monday Jul 9","boxscore","OAK","@","HOU","W",2,0,NA,"51-40",3,"9.0","Montas","Peacock","Treinen",02:56:00,"N",28301,"+++",NA
"1101",2200,92,"Tuesday Jul 10","boxscore","OAK","@","HOU","L-wo",5,6,11,"51-41",3,"10.0","McHugh","Treinen",NA,04:03:00,"N",34585,"-",NA
"1102",2201,93,"Wednesday Jul 11","boxscore","OAK","@","HOU","W",8,3,NA,"52-41",3,"9.0","Bassitt","McCullers",NA,03:13:00,"N",41119,"+",NA
"1103",2202,94,"Thursday Jul 12","boxscore","OAK","@","HOU","W",6,4,NA,"53-41",3,"8.0","Petit","Devenski","Trivino",03:21:00,"D",38900,"++",NA
"1104",2203,95,"Friday Jul 13","boxscore","OAK","@","SFG","L",1,7,NA,"53-42",3,"9.0","Bumgarner","Jackson",NA,03:16:00,"N",41751,"-",NA
"1105",2204,96,"Saturday Jul 14","boxscore","OAK","@","SFG","W",4,3,NA,"54-42",3,"9.0","Petit","Watson","Treinen",03:10:00,"N",41970,"+",NA
"1106",2205,97,"Sunday Jul 15","boxscore","OAK","@","SFG","W",6,2,NA,"55-42",3,"8.0","Manaea","Suarez",NA,02:44:00,"D",42098,"++",NA
"1107",2209,101,"Monday Jul 23","boxscore","OAK","@","TEX","W",15,3,NA,"58-43",3,"7.5","Anderson","Hamels",NA,03:13:00,"N",18744,"+++",NA
"1108",2210,102,"Tuesday Jul 24","boxscore","OAK","@","TEX","W",13,10,10,"59-43",3,"7.5","Familia","Bibens-Dirkx","Treinen",04:08:00,"N",18249,"++++",NA
"1109",2211,103,"Wednesday Jul 25","boxscore","OAK","@","TEX","W",6,5,NA,"60-43",3,"6.5","Trivino","Leclerc","Treinen",03:48:00,"N",20549,"+++++",NA
"1110",2212,104,"Thursday Jul 26","boxscore","OAK","@","TEX","W",7,6,NA,"61-43",3,"6.0","Cahill","Colon","Treinen",03:27:00,"N",20533,"++++++",NA
"1111",2213,105,"Friday Jul 27","boxscore","OAK","@","COL","L",1,3,NA,"61-44",3,"6.0","Freeland","Manaea","Ottavino",03:03:00,"N",40229,"-",NA
"1112",2214,106,"Saturday Jul 28","boxscore","OAK","@","COL","L",1,4,NA,"61-45",3,"6.0","Senzatela","Anderson","Davis",02:57:00,"N",47809,"--",NA
"1113",2215,107,"Sunday Jul 29","boxscore","OAK","@","COL","L",2,3,NA,"61-46",3,"6.0","Marquez","Montas","Davis",02:28:00,"D",41988,"---",NA
"1114",2224,116,"Friday Aug 10","boxscore","OAK","@","LAA","L",3,4,NA,"68-48",2,"4.5","Johnson","Trivino","Parker",02:22:00,"N",42722,"-",NA
"1115",2225,117,"Saturday Aug 11","boxscore","OAK","@","LAA","W",7,0,NA,"69-48",2,"3.5","Jackson","Skaggs",NA,03:08:00,"N",39425,"+",NA
"1116",2226,118,"Sunday Aug 12","boxscore","OAK","@","LAA","W",8,7,NA,"70-48",2,"2.5","Rodney","Johnson","Treinen",03:49:00,"D",38364,"++",NA
"1117",2236,128,"Thursday Aug 23","boxscore","OAK","@","MIN","L",4,6,NA,"76-52",2,"1.5","Busenitz","Cahill","Hildenberger",02:58:00,"N",24171,"--",NA
"1118",2237,129,"Friday Aug 24","boxscore","OAK","@","MIN","W",7,1,NA,"77-52",2,"1.5","Manaea","Odorizzi",NA,03:05:00,"N",22568,"+",NA
"1119",2238,130,"Saturday Aug 25","boxscore","OAK","@","MIN","W",6,2,NA,"78-52",2,"1.5","Fiers","Gonsalves",NA,03:10:00,"N",28772,"++",NA
"1120",2239,131,"Sunday Aug 26","boxscore","OAK","@","MIN","W",6,2,NA,"79-52",2,"1.5","Buchter","Berrios",NA,03:12:00,"D",23318,"+++",NA
"1121",2240,132,"Monday Aug 27","boxscore","OAK","@","HOU","L",4,11,NA,"79-53",2,"2.5","Cole","Anderson",NA,03:16:00,"N",43171,"-",NA
"1122",2241,133,"Tuesday Aug 28","boxscore","OAK","@","HOU","W",4,3,NA,"80-53",2,"1.5","Familia","Osuna","Treinen",03:21:00,"N",33136,"+",NA
"1123",2242,134,"Wednesday Aug 29","boxscore","OAK","@","HOU","L-wo",4,5,NA,"80-54",2,"2.5","Osuna","Familia",NA,03:27:00,"D",32926,"-",NA
"1124",2253,145,"Tuesday Sep 11","boxscore","OAK","@","BAL","W",3,2,NA,"88-57",2,"3.0","Fiers","Wright","Familia",02:45:00,"N",9141,"+++++",NA
"1125",2254,146,"Wednesday Sep 12","boxscore","OAK","@","BAL","W",10,0,NA,"89-57",2,"3.0","Mengden","Cashner",NA,02:39:00,"N",10480,"++++++",NA
"1126",2255,147,"Thursday Sep 13","boxscore","OAK","@","BAL","L",3,5,NA,"89-58",2,"3.5","Bundy","Anderson","Givens",02:51:00,"N",11714,"-",NA
"1127",2256,148,"Friday Sep 14","boxscore","OAK","@","TBR","W",2,1,10,"90-58",2,"2.5","Treinen","Schultz",NA,03:05:00,"N",11549,"+",NA
"1128",2257,149,"Saturday Sep 15","boxscore","OAK","@","TBR","L",5,7,NA,"90-59",2,"3.5","Kittredge","Familia","Romo",03:19:00,"N",15154,"-",NA
"1129",2258,150,"Sunday Sep 16","boxscore","OAK","@","TBR","L",4,5,NA,"90-60",2,"4.5","Kittredge","Fiers","Romo",02:59:00,"D",13197,"--",NA
"1130",2265,157,"Monday Sep 24","boxscore","OAK","@","SEA","W",7,3,NA,"95-62",2,"4.5","Buchter","Armstrong",NA,03:03:00,"N",16491,"+",NA
"1131",2266,158,"Tuesday Sep 25","boxscore","OAK","@","SEA","L-wo",8,10,11,"95-63",2,"5.5","Colome","Pagan",NA,03:57:00,"N",12791,"-",NA
"1132",2267,159,"Wednesday Sep 26","boxscore","OAK","@","SEA","W",9,3,NA,"96-63",2,"4.5","Buchter","Hernandez",NA,03:13:00,"N",13727,"+",NA
"1133",2268,160,"Friday Sep 28","boxscore","OAK","@","LAA","L",5,8,NA,"96-64",2,"5.5","Cole","Fiers","Robles",03:17:00,"N",35041,"-",NA
"1134",2269,161,"Saturday Sep 29","boxscore","OAK","@","LAA","W",5,2,NA,"97-64",2,"6.0","Cahill","Skaggs","Treinen",03:11:00,"N",43762,"+",NA
"1135",2270,162,"Sunday Sep 30","boxscore","OAK","@","LAA","L-wo",4,5,NA,"97-65",2,"6.0","Bridwell","Hatcher",NA,02:40:00,"D",36892,"-",NA
"1136",2271,1,"Thursday Mar 29","boxscore","PHI","@","ATL","L-wo",5,8,NA,"0-1",4,"1.0","Vizcaino","Neris",NA,03:28:00,"D",40208,"-",NA
"1137",2272,2,"Friday Mar 30","boxscore","PHI","@","ATL","W",5,4,11,"1-1",3,"0.5","Hutchison","Carle",NA,04:16:00,"N",35123,"+",NA
"1138",2273,3,"Saturday Mar 31","boxscore","PHI","@","ATL","L",2,15,NA,"1-2",4,"1.5","McCarthy","Velasquez",NA,03:21:00,"N",37777,"-",NA
"1139",2274,4,"Tuesday Apr 3","boxscore","PHI","@","NYM","L",0,2,NA,"1-3",4,"2.5","Blevins","Lively","Familia",02:51:00,"N",21397,"--",NA
"1140",2275,5,"Wednesday Apr 4","boxscore","PHI","@","NYM","L",2,4,NA,"1-4",5,"3.0","Gsellman","Hutchison","Familia",03:05:00,"D",21328,"---",NA
"1141",2282,12,"Friday Apr 13","boxscore","PHI","@","TBR","W",2,1,NA,"7-5",3,"4.0","Ramos","Colome","Neris",02:53:00,"N",13372,"++++",NA
"1142",2283,13,"Saturday Apr 14","boxscore","PHI","@","TBR","W",9,4,NA,"8-5",2,"3.0","Arrieta","Archer",NA,02:46:00,"N",20934,"+++++",NA
"1143",2284,14,"Sunday Apr 15","boxscore","PHI","@","TBR","W",10,4,NA,"9-5",2,"3.0","Rios","Yarbrough",NA,03:34:00,"D",19841,"++++++",NA
"1144",2285,15,"Monday Apr 16","boxscore","PHI","@","ATL","L",1,2,NA,"9-6",2,"3.0","Teheran","Nola","Vizcaino",02:40:00,"N",17812,"-",NA
"1145",2286,16,"Tuesday Apr 17","boxscore","PHI","@","ATL","W",5,1,10,"10-6",2,"2.0","Neris","Ramirez",NA,03:36:00,"N",17913,"+",NA
"1146",2287,17,"Wednesday Apr 18","boxscore","PHI","@","ATL","L",3,7,NA,"10-7",2,"3.0","McCarthy","Velasquez",NA,03:08:00,"N",22135,"-",NA
"1147",2298,28,"Monday Apr 30","boxscore","PHI","@","MIA","L",4,8,NA,"16-12",3,"2.0","Gonzalez","Arrieta",NA,03:06:00,"N",5415,"---",NA
"1148",2299,29,"Tuesday May 1","boxscore","PHI","@","MIA","L-wo",1,2,10,"16-13",3,"2.0","Tazawa","Rios",NA,02:54:00,"N",5844,"----",NA
"1149",2300,30,"Wednesday May 2","boxscore","PHI","@","MIA","W",6,0,NA,"17-13",3,"1.5","Nola","Urena",NA,02:54:00,"N",5941,"+",NA
"1150",2301,31,"Friday May 4","boxscore","PHI","@","WSN","L",3,7,NA,"17-14",3,"2.0","Gonzalez","Pivetta",NA,02:49:00,"N",35497,"-",NA
"1151",2302,32,"Saturday May 5","boxscore","PHI","@","WSN","W",3,1,NA,"18-14",2,"1.0","Velasquez","Roark","Neris",03:13:00,"D",34687,"+",NA
"1152",2303,33,"Sunday May 6","boxscore","PHI","@","WSN","L-wo",4,5,NA,"18-15",2,"1.0","Doolittle","Neris",NA,03:33:00,"D",30611,"-",NA
"1153",2310,40,"Wednesday May 16","boxscore","PHI","@","BAL","W",4,1,NA,"24-16",2,"1.0","Pivetta","Cashner",NA,02:42:00,"D",29706,"++",NA
"1154",2311,41,"Thursday May 17","boxscore","PHI","@","STL","W",6,2,NA,"25-16",2,"0.5","Velasquez","Weaver",NA,03:33:00,"N",41039,"+++",NA
"1155",2312,42,"Friday May 18","boxscore","PHI","@","STL","L",4,12,NA,"25-17",2,"0.5","Wacha","Arrieta",NA,03:26:00,"N",42050,"-",NA
"1156",2313,43,"Saturday May 19","boxscore","PHI","@","STL","W",7,6,NA,"26-17",2,"0.5","Hunter","Holland","Dominguez",03:42:00,"D",44431,"+",NA
"1157",2314,44,"Sunday May 20","boxscore","PHI","@","STL","L",1,5,NA,"26-18",2,"1.5","Flaherty","Nola",NA,02:53:00,"D",43560,"-",NA
"1158",2321,51,"Monday May 28","boxscore","PHI","@","LAD","L",4,5,NA,"29-22",3,"1.0","Garcia","Morgan","Jansen",03:32:00,"N",39759,"--",NA
"1159",2322,52,"Tuesday May 29","boxscore","PHI","@","LAD","W",6,1,NA,"30-22",3,"1.0","Arrieta","Maeda",NA,03:26:00,"N",40044,"+",NA
"1160",2323,53,"Wednesday May 30","boxscore","PHI","@","LAD","L",2,8,NA,"30-23",3,"2.0","Stripling","Eflin",NA,03:03:00,"N",43302,"-",NA
"1161",2324,54,"Thursday May 31","boxscore","PHI","@","LAD","W",2,1,NA,"31-23",3,"1.0","Nola","Fields","Dominguez",02:40:00,"D",40986,"+",NA
"1162",2325,55,"Friday Jun 1","boxscore","PHI","@","SFG","L",0,4,NA,"31-24",3,"2.0","Stratton","Pivetta",NA,02:49:00,"N",38119,"-",NA
"1163",2326,56,"Saturday Jun 2","boxscore","PHI","@","SFG","L",0,2,NA,"31-25",3,"2.0","Suarez","Velasquez","Strickland",02:24:00,"N",39208,"--",NA
"1164",2327,57,"Sunday Jun 3","boxscore","PHI","@","SFG","L",1,6,NA,"31-26",3,"3.0","Rodriguez","Arrieta",NA,02:28:00,"D",40491,"---",NA
"1165",2328,58,"Tuesday Jun 5","boxscore","PHI","@","CHC","W",6,1,NA,"32-26",3,"2.5","Eflin","Hendricks",NA,02:46:00,"N",40553,"+",NA
"1166",2329,59,"Wednesday Jun 6","boxscore","PHI","@","CHC","L-wo",5,7,NA,"32-27",3,"3.0","Mazzoni","Morgan",NA,03:20:00,"N",40275,"-",NA
"1167",2330,60,"Thursday Jun 7","boxscore","PHI","@","CHC","L",3,4,NA,"32-28",3,"3.5","Duensing","Pivetta","Morrow",03:20:00,"D",40057,"--",NA
"1168",2337,67,"Friday Jun 15","boxscore","PHI","@","MIL","L",2,13,NA,"35-32",3,"4.0","Suter","Arrieta",NA,02:51:00,"N",40945,"-",NA
"1169",2338,68,"Saturday Jun 16","boxscore","PHI","@","MIL","W",4,1,NA,"36-32",3,"4.0","Eflin","Guerra","Neris",03:32:00,"D",40531,"+",NA
"1170",2339,69,"Sunday Jun 17","boxscore","PHI","@","MIL","W",10,9,NA,"37-32",3,"4.0","Hunter","Anderson","Thompson",04:02:00,"D",40985,"++",NA
"1171",2343,73,"Friday Jun 22","boxscore","PHI","@","WSN","W",12,2,NA,"40-33",2,"2.5","Eflin","Roark",NA,03:30:00,"N",35630,"++",NA
"1172",2344,74,"Saturday Jun 23","boxscore","PHI","@","WSN","W",5,3,NA,"41-33",2,"1.5","Nola","Fedde","Dominguez",03:03:00,"D",40341,"+++",NA
"1173",2345,75,"Sunday Jun 24","boxscore","PHI","@","WSN","L",6,8,NA,"41-34",2,"2.5","Madson","Dominguez","Doolittle",03:47:00,"N",29314,"-",NA
"1174",2355,85,"Friday Jul 6","boxscore","PHI","@","PIT","W",17,5,NA,"48-37",1,"Tied","Ramos","Williams",NA,04:30:00,"N",24846,"+++++",NA
"1175",2356,86,"Saturday Jul 7","boxscore","PHI","@","PIT","W",3,2,NA,"49-37",1,"Tied","Arrieta","Taillon","Arano",02:48:00,"D",28150,"++++++",NA
"1176",2357,87,"Sunday Jul 8","boxscore","PHI","@","PIT","L",1,4,NA,"49-38",1,"Tied","Kingham","Anderson","Vazquez",02:42:00,"D",19542,"-",NA
"1177",2358,88,"Monday Jul 9 (1)","boxscore","PHI","@","NYM","L-wo",3,4,10,"49-39",1,"Tied","Peterson","Arano",NA,03:24:00,"N",NA,"--",NA
"1178",2359,89,"Monday Jul 9 (2)","boxscore","PHI","@","NYM","W",3,1,NA,"50-39",1,"Tied","Nola","Oswalt","Arano",02:41:00,"N",24139,"+",NA
"1179",2360,90,"Tuesday Jul 10","boxscore","PHI","@","NYM","W",7,3,NA,"51-39",1,"up 1.0","De Los Santos","Gagnon",NA,02:50:00,"N",22416,"++",NA
"1180",2361,91,"Wednesday Jul 11","boxscore","PHI","@","NYM","L-wo",0,3,10,"51-40",1,"Tied","Gsellman","Leiter",NA,03:07:00,"N",22137,"-",NA
"1181",2362,92,"Thursday Jul 12","boxscore","PHI","@","BAL","W",5,4,NA,"52-40",1,"up 0.5","Pivetta","Gausman","Dominguez",03:04:00,"N",20100,"+",NA
"1182",2363,93,"Friday Jul 13","boxscore","PHI","@","MIA","W",2,0,NA,"53-40",1,"up 1.5","Arrieta","Chen","Neshek",02:34:00,"N",8090,"++",NA
"1183",2364,94,"Saturday Jul 14","boxscore","PHI","@","MIA","L",0,2,NA,"53-41",1,"up 1.5","Richards","Nola","Barraclough",03:00:00,"D",14793,"-",NA
"1184",2365,95,"Sunday Jul 15","boxscore","PHI","@","MIA","L",5,10,NA,"53-42",1,"up 0.5","Hernandez","Ramos",NA,02:58:00,"D",8829,"--",NA
"1185",2372,102,"Thursday Jul 26","boxscore","PHI","@","CIN","W",9,4,NA,"58-44",1,"up 2.5","Suarez","Lorenzen",NA,03:24:00,"N",17031,"+++",NA
"1186",2373,103,"Friday Jul 27","boxscore","PHI","@","CIN","L",4,6,NA,"58-45",1,"up 2.5","Hernandez","Pivetta","Iglesias",03:10:00,"N",24776,"-",NA
"1187",2374,104,"Saturday Jul 28","boxscore","PHI","@","CIN","L",2,6,NA,"58-46",1,"up 2.5","Peralta","Hunter","Hughes",03:14:00,"N",35249,"--",NA
"1188",2375,105,"Sunday Jul 29","boxscore","PHI","@","CIN","L",0,4,NA,"58-47",1,"up 1.5","Castillo","Eflin","Iglesias",02:48:00,"D",21649,"---",NA
"1189",2376,106,"Monday Jul 30","boxscore","PHI","@","BOS","L-wo",1,2,13,"58-48",1,"up 0.5","Velazquez","Davis",NA,04:03:00,"N",37722,"----",NA
"1190",2377,107,"Tuesday Jul 31","boxscore","PHI","@","BOS","W",3,1,NA,"59-48",1,"up 0.5","Arrieta","Pomeranz","Dominguez",03:13:00,"N",37816,"+",NA
"1191",2382,112,"Monday Aug 6","boxscore","PHI","@","ARI","L-wo",2,3,14,"63-49",1,"up 1.0","Hirano","Davis",NA,04:38:00,"N",21131,"-",NA
"1192",2383,113,"Tuesday Aug 7","boxscore","PHI","@","ARI","W",5,2,NA,"64-49",1,"up 1.5","Pivetta","Greinke","Neshek",03:08:00,"N",22382,"+",NA
"1193",2384,114,"Wednesday Aug 8","boxscore","PHI","@","ARI","L",0,6,NA,"64-50",1,"up 0.5","Corbin","Velasquez",NA,02:58:00,"D",23384,"-",NA
"1194",2385,115,"Friday Aug 10","boxscore","PHI","@","SDP","L",0,2,NA,"64-51",1,"Tied","Nix","Eflin","Yates",02:34:00,"N",26306,"--",NA
"1195",2386,116,"Saturday Aug 11","boxscore","PHI","@","SDP","W",5,1,NA,"65-51",1,"up 1.0","Nola","Lockett",NA,03:12:00,"N",35098,"+",NA
"1196",2387,117,"Sunday Aug 12","boxscore","PHI","@","SDP","L",3,9,NA,"65-52",1,"Tied","Lucchesi","Arrieta",NA,03:20:00,"D",26930,"-",NA
"1197",2395,125,"Tuesday Aug 21","boxscore","PHI","@","WSN","L",4,10,NA,"68-57",2,"2.0","Cordero","Arano",NA,03:16:00,"N",24080,"---",NA
"1198",2396,126,"Wednesday Aug 22","boxscore","PHI","@","WSN","L-wo",7,8,NA,"68-58",2,"3.0","Grace","Dominguez",NA,03:45:00,"N",31855,"----",NA
"1199",2397,127,"Thursday Aug 23","boxscore","PHI","@","WSN","W",2,0,NA,"69-58",2,"3.0","Nola","Scherzer","Neshek",02:41:00,"D",29475,"+",NA
"1200",2398,128,"Friday Aug 24","boxscore","PHI","@","TOR","L",2,4,NA,"69-59",2,"3.0","Borucki","Arrieta","Giles",02:43:00,"N",26292,"-",NA
"1201",2399,129,"Saturday Aug 25","boxscore","PHI","@","TOR","L",6,8,NA,"69-60",2,"3.0","Biagini","Dominguez","Giles",02:59:00,"D",33127,"--",NA
"1202",2400,130,"Sunday Aug 26","boxscore","PHI","@","TOR","W",8,3,NA,"70-60",2,"3.0","Velasquez","Estrada",NA,03:17:00,"D",28209,"+",NA
"1203",2407,137,"Monday Sep 3","boxscore","PHI","@","MIA","L",1,3,NA,"72-65",2,"4.0","Urena","Velasquez","Steckenrider",02:24:00,"D",7771,"---",NA
"1204",2408,138,"Tuesday Sep 4","boxscore","PHI","@","MIA","W",9,4,NA,"73-65",2,"3.0","Arrieta","Richards",NA,03:14:00,"N",7131,"+",NA
"1205",2409,139,"Wednesday Sep 5","boxscore","PHI","@","MIA","L",1,2,NA,"73-66",2,"3.0","Alcantara","Pivetta","Steckenrider",02:44:00,"N",6427,"-",NA
"1206",2410,140,"Friday Sep 7","boxscore","PHI","@","NYM","W",4,3,NA,"74-66",2,"2.5","Nola","Bashlor","Hunter",02:43:00,"N",23379,"+",NA
"1207",2411,141,"Saturday Sep 8","boxscore","PHI","@","NYM","L",5,10,NA,"74-67",2,"3.5","Syndergaard","Eflin",NA,03:12:00,"N",25094,"-",NA
"1208",2412,142,"Sunday Sep 9","boxscore","PHI","@","NYM","L",4,6,NA,"74-68",2,"4.5","Gagnon","Velasquez","Lugo",03:12:00,"D",24153,"--",NA
"1209",2422,152,"Thursday Sep 20","boxscore","PHI","@","ATL","L",3,8,NA,"78-74",2,"6.5","Biddle","Hunter",NA,03:25:00,"N",27474,"-",NA
"1210",2423,153,"Friday Sep 21","boxscore","PHI","@","ATL","L",5,6,NA,"78-75",2,"7.5","Venters","Neshek","Minter",03:24:00,"N",34370,"--",NA
"1211",2424,154,"Saturday Sep 22","boxscore","PHI","@","ATL","L",3,5,NA,"78-76",2,"8.5","Foltynewicz","Arrieta","Vizcaino",02:38:00,"D",35616,"---",NA
"1212",2425,155,"Sunday Sep 23","boxscore","PHI","@","ATL","L",1,2,NA,"78-77",2,"9.5","Sanchez","Nola","Carle",02:43:00,"D",34214,"----",NA
"1213",2426,156,"Monday Sep 24","boxscore","PHI","@","COL","L",1,10,NA,"78-78",3,"10.0","Gray","Eflin",NA,02:57:00,"N",30336,"-----",NA
"1214",2427,157,"Tuesday Sep 25","boxscore","PHI","@","COL","L",3,10,NA,"78-79",3,"11.0","Johnson","Velasquez",NA,03:21:00,"N",30217,"------",NA
"1215",2428,158,"Wednesday Sep 26","boxscore","PHI","@","COL","L",0,14,NA,"78-80",3,"11.0","Marquez","Pivetta",NA,02:51:00,"N",35181,"-------",NA
"1216",2429,159,"Thursday Sep 27","boxscore","PHI","@","COL","L",3,5,NA,"78-81",3,"11.0","Oberg","Arrieta","Davis",03:06:00,"D",36448,"--------",NA
"1217",2433,1,"Friday Mar 30","boxscore","PIT","@","DET","W",13,10,13,"1-0",2,"0.5","Brault","Wilson",NA,05:27:00,"D",42516,"+",NA
"1218",2434,2,"Sunday Apr 1 (1)","boxscore","PIT","@","DET","W",1,0,NA,"2-0",1,"Tied","Williams","Fulmer","Vazquez",02:30:00,"D",14858,"++",NA
"1219",2435,3,"Sunday Apr 1 (2)","boxscore","PIT","@","DET","W",8,6,NA,"3-0",1,"Tied","Kuhl","Farmer","Vazquez",03:14:00,"N",18438,"+++",NA
"1220",2442,10,"Tuesday Apr 10","boxscore","PIT","@","CHC","W",8,5,NA,"8-2",1,"up 3.0","Nova","Chatwood","Vazquez",03:05:00,"D",40144,"++",NA
"1221",2443,11,"Wednesday Apr 11","boxscore","PIT","@","CHC","L",5,13,NA,"8-3",1,"up 2.0","Duensing","Glasnow",NA,02:59:00,"N",35596,"-",NA
"1222",2444,12,"Thursday Apr 12","boxscore","PIT","@","CHC","W",6,1,NA,"9-3",1,"up 2.5","Williams","Hendricks",NA,02:57:00,"D",29949,"+",NA
"1223",2445,13,"Friday Apr 13","boxscore","PIT","@","MIA","L",2,7,NA,"9-4",1,"up 2.5","Peters","Kuhl",NA,02:48:00,"N",6852,"-",NA
"1224",2446,14,"Saturday Apr 14","boxscore","PIT","@","MIA","W",1,0,NA,"10-4",1,"up 2.5","Kontos","Ziegler","Vazquez",02:31:00,"N",26816,"+",NA
"1225",2447,15,"Sunday Apr 15","boxscore","PIT","@","MIA","W",7,3,NA,"11-4",1,"up 2.5","Nova","Urena",NA,03:03:00,"D",10621,"++",NA
"1226",2451,19,"Thursday Apr 19","boxscore","PIT","@","PHI","L",0,7,NA,"12-7",1,"up 1.5","Arrieta","Taillon",NA,02:53:00,"N",19071,"-",NA
"1227",2452,20,"Friday Apr 20","boxscore","PIT","@","PHI","L",1,2,NA,"12-8",1,"up 0.5","Garcia","Kontos","Neris",02:42:00,"N",20183,"--",NA
"1228",2453,21,"Saturday Apr 21","boxscore","PIT","@","PHI","L",2,6,NA,"12-9",3,"0.5","Nola","Feliz","Neris",03:11:00,"D",28161,"---",NA
"1229",2454,22,"Sunday Apr 22","boxscore","PIT","@","PHI","L-wo",2,3,11,"12-10",3,"1.5","Rios","Rodriguez",NA,03:35:00,"D",29199,"----",NA
"1230",2461,29,"Monday Apr 30","boxscore","PIT","@","WSN","L",2,3,NA,"17-12",2,"0.5","Roark","Taillon","Kintzler",02:34:00,"N",20879,"-",NA
"1231",2462,30,"Tuesday May 1","boxscore","PIT","@","WSN","L",4,12,NA,"17-13",3,"0.5","Scherzer","Kuhl",NA,02:58:00,"N",23534,"--",NA
"1232",2463,31,"Wednesday May 2","boxscore","PIT","@","WSN","L",3,9,NA,"17-14",4,"1.5","Strasburg","Nova",NA,02:55:00,"N",27086,"---",NA
"1233",2464,32,"Thursday May 3","boxscore","PIT","@","WSN","L",1,3,NA,"17-15",4,"2.0","Solis","Williams","Doolittle",02:42:00,"D",30434,"----",NA
"1234",2465,33,"Friday May 4","boxscore","PIT","@","MIL","W",6,4,NA,"18-15",3,"1.5","Kingham","Guerra","Vazquez",03:11:00,"N",32869,"+",NA
"1235",2466,34,"Saturday May 5","boxscore","PIT","@","MIL","L",3,5,NA,"18-16",3,"2.5","Hader","Kontos",NA,03:13:00,"N",32720,"-",NA
"1236",2467,35,"Sunday May 6","boxscore","PIT","@","MIL","W",9,0,NA,"19-16",3,"2.5","Kuhl","Anderson",NA,03:02:00,"D",38285,"+",NA
"1237",2468,36,"Tuesday May 8","boxscore","PIT","@","CHW","W",10,6,NA,"20-16",3,"1.0","Glasnow","Volstad",NA,03:53:00,"N",12871,"++",NA
"1238",2469,37,"Wednesday May 9","boxscore","PIT","@","CHW","W",6,5,NA,"21-16",2,"0.5","Rodriguez","Jones","Vazquez",02:46:00,"D",12476,"+++",NA
"1239",2479,47,"Tuesday May 22","boxscore","PIT","@","CIN","L",2,7,NA,"26-21",3,"3.0","Harvey","Taillon",NA,02:49:00,"N",16144,"----",NA
"1240",2480,48,"Wednesday May 23","boxscore","PIT","@","CIN","W",5,4,12,"27-21",2,"3.0","Brault","Floro","Crick",04:21:00,"N",18659,"+",NA
"1241",2481,49,"Thursday May 24","boxscore","PIT","@","CIN","L",4,5,NA,"27-22",2,"3.0","Castillo","Nova","Hughes",02:50:00,"D",14853,"-",NA
"1242",2488,56,"Thursday May 31","boxscore","PIT","@","STL","L-wo",8,10,NA,"29-27",4,"6.5","Mayers","Vazquez",NA,03:43:00,"N",40832,"-",NA
"1243",2489,57,"Friday Jun 1","boxscore","PIT","@","STL","W",4,0,NA,"30-27",4,"5.5","Taillon","Mikolas",NA,02:46:00,"N",47135,"+",NA
"1244",2490,58,"Saturday Jun 2","boxscore","PIT","@","STL","L-wo",2,3,NA,"30-28",4,"6.5","Norris","Rodriguez",NA,02:48:00,"D",44492,"-",NA
"1245",2491,59,"Sunday Jun 3","boxscore","PIT","@","STL","L",0,5,NA,"30-29",4,"6.5","Wacha","Kingham",NA,02:25:00,"D",44432,"--",NA
"1246",2495,63,"Friday Jun 8","boxscore","PIT","@","CHC","L",1,3,NA,"31-32",4,"7.0","Montgomery","Kuhl","Strop",03:00:00,"D",40097,"--",NA
"1247",2496,64,"Saturday Jun 9","boxscore","PIT","@","CHC","L",0,2,NA,"31-33",4,"8.0","Lester","Kingham","Cishek",02:32:00,"D",41045,"---",NA
"1248",2497,65,"Sunday Jun 10","boxscore","PIT","@","CHC","W",7,1,NA,"32-33",4,"7.0","Nova","Hendricks",NA,03:22:00,"D",40735,"+",NA
"1249",2498,66,"Monday Jun 11","boxscore","PIT","@","ARI","L",5,9,NA,"32-34",4,"7.5","Bradley","Crick",NA,03:07:00,"N",20927,"-",NA
"1250",2499,67,"Tuesday Jun 12","boxscore","PIT","@","ARI","L",8,13,NA,"32-35",4,"8.0","Salas","Williams",NA,03:56:00,"N",22488,"--",NA
"1251",2500,68,"Wednesday Jun 13","boxscore","PIT","@","ARI","W",5,4,NA,"33-35",4,"8.0","Taillon","Greinke","Vazquez",03:07:00,"D",32803,"+",NA
"1252",2510,78,"Monday Jun 25","boxscore","PIT","@","NYM","W",6,4,NA,"37-41",4,"8.5","Taillon","Lugo","Vazquez",03:27:00,"N",22135,"+",NA
"1253",2511,79,"Tuesday Jun 26","boxscore","PIT","@","NYM","L-wo",3,4,10,"37-42",4,"9.5","Peterson","Brault",NA,03:20:00,"N",24501,"-",NA
