Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
144,Monday Sep 10,boxscore,ATL,@,SFG,W,4,1,,80-64,1,up 5.0,Newcomb,Rodriguez,Minter,2:33,N,35996,+++,
145,Tuesday Sep 11,boxscore,ATL,@,SFG,W,4,1,,81-64,1,up 6.5,Foltynewicz,Suarez,,2:31,N,35285,++++,
146,Wednesday Sep 12,boxscore,ATL,@,SFG,W,2,1,,82-64,1,up 7.5,Winkler,Smith,Venters,2:59,D,38156,+++++,
147,Friday Sep 14,boxscore,ATL,,WSN,W,10,5,,83-64,1,up 7.5,Gausman,Scherzer,,3:54,N,39268,++++++,
148,Saturday Sep 15,boxscore,ATL,,WSN,L,1,7,,83-65,1,up 6.5,Rodriguez,Teheran,,3:41,D,36050,-,
149,Sunday Sep 16,boxscore,ATL,,WSN,L,4,6,,83-66,1,up 6.5,Roark,Newcomb,Doolittle,3:15,D,33403,--,
150,Monday Sep 17,boxscore,ATL,,STL,L,6,11,,83-67,1,up 6.5,Mikolas,Foltynewicz,,3:38,N,24304,---,
151,Tuesday Sep 18,boxscore,ATL,,STL,L,1,8,,83-68,1,up 5.5,Gomber,Sanchez,,3:18,N,23083,----,
152,Wednesday Sep 19,boxscore,ATL,,STL,W,7,3,,84-68,1,up 5.5,Toussaint,Flaherty,,3:09,D,25195,+,
153,Thursday Sep 20,boxscore,ATL,,PHI,W,8,3,,85-68,1,up 6.5,Biddle,Hunter,,3:25,N,27474,++,
154,Friday Sep 21,boxscore,ATL,,PHI,W,6,5,,86-68,1,up 7.5,Venters,Neshek,Minter,3:24,N,34370,+++,
155,Saturday Sep 22,boxscore,ATL,,PHI,W,5,3,,87-68,1,up 8.5,Foltynewicz,Arrieta,Vizcaino,2:38,D,35616,++++,
156,Sunday Sep 23,boxscore,ATL,,PHI,W,2,1,,88-68,1,up 9.5,Sanchez,Nola,Carle,2:43,D,34214,+++++,
157,Tuesday Sep 25,boxscore,ATL,@,NYM,W,7,3,,89-68,1,up 9.5,Winkler,Gsellman,,3:24,N,21943,++++++,
158,Wednesday Sep 26,boxscore,ATL,@,NYM,L,0,3,,89-69,1,up 8.5,deGrom,Jackson,Lugo,2:22,N,23205,-,
159,Thursday Sep 27,boxscore,ATL,@,NYM,L,1,4,,89-70,1,up 8.0,Vargas,Teheran,Gsellman,2:41,N,24824,--,
160,Friday Sep 28,boxscore,ATL,@,PHI,W,10,2,,90-70,1,up 9.0,Foltynewicz,Eickhoff,,3:42,N,24306,+,
161,Saturday Sep 29,boxscore,ATL,@,PHI,L,0,3,,90-71,1,up 8.0,Nola,Venters,Dominguez,2:43,N,30886,-,
162,Sunday Sep 30,boxscore,ATL,@,PHI,L,1,3,,90-72,1,up 8.0,Hunter,Gausman,Dominguez,2:57,D,34202,--,
