Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
133,Wednesday Aug 29,boxscore,PHI,,WSN,W,8,6,,71-62,2,3.5,Dominguez,Cordero,Hunter,3:38,N,22525,+,
134,Friday Aug 31,boxscore,PHI,,CHC,W-wo,2,1,10,72-62,2,2.0,Neshek,Cishek,,3:23,N,22556,++,
135,Saturday Sep 1,boxscore,PHI,,CHC,L,1,7,,72-63,2,3.0,Hendricks,Eflin,,2:41,N,33040,-,
136,Sunday Sep 2,boxscore,PHI,,CHC,L,1,8,,72-64,2,4.0,Lester,Nola,,3:37,D,36517,--,
137,Monday Sep 3,boxscore,PHI,@,MIA,L,1,3,,72-65,2,4.0,Urena,Velasquez,Steckenrider,2:24,D,7771,---,
138,Tuesday Sep 4,boxscore,PHI,@,MIA,W,9,4,,73-65,2,3.0,Arrieta,Richards,,3:14,N,7131,+,
139,Wednesday Sep 5,boxscore,PHI,@,MIA,L,1,2,,73-66,2,3.0,Alcantara,Pivetta,Steckenrider,2:44,N,6427,-,
140,Friday Sep 7,boxscore,PHI,@,NYM,W,4,3,,74-66,2,2.5,Nola,Bashlor,Hunter,2:43,N,23379,+,
141,Saturday Sep 8,boxscore,PHI,@,NYM,L,5,10,,74-67,2,3.5,Syndergaard,Eflin,,3:12,N,25094,-,
142,Sunday Sep 9,boxscore,PHI,@,NYM,L,4,6,,74-68,2,4.5,Gagnon,Velasquez,Lugo,3:12,D,24153,--,
143,Tuesday Sep 11 (1),boxscore,PHI,,WSN,L,1,3,,74-69,2,6.5,Fedde,Pivetta,Doolittle,3:27,D,,---,
144,Tuesday Sep 11 (2),boxscore,PHI,,WSN,L,6,7,10,74-70,2,6.5,Suero,Rios,Holland,4:16,D,19630,----,
145,Wednesday Sep 12,boxscore,PHI,,WSN,L,1,5,,74-71,2,7.5,Strasburg,Nola,,2:56,N,20258,-----,
146,Friday Sep 14,boxscore,PHI,,MIA,W,14,2,,75-71,2,7.5,Eflin,Chen,,2:54,N,21671,+,
147,Saturday Sep 15,boxscore,PHI,,MIA,W,5,4,,76-71,2,6.5,Garcia,Rucinski,Neshek,2:48,N,24695,++,
148,Sunday Sep 16,boxscore,PHI,,MIA,L,4,6,,76-72,2,6.5,Urena,Pivetta,,3:04,D,30040,-,
149,Monday Sep 17,boxscore,PHI,,NYM,L,4,9,,76-73,2,6.5,Wheeler,Hunter,,3:07,N,21767,--,
150,Tuesday Sep 18,boxscore,PHI,,NYM,W,5,2,,77-73,2,5.5,Neshek,Smith,Neris,3:22,N,18895,+,
151,Wednesday Sep 19,boxscore,PHI,,NYM,W,4,0,,78-73,2,5.5,Eflin,Syndergaard,,3:02,N,19085,++,
152,Thursday Sep 20,boxscore,PHI,@,ATL,L,3,8,,78-74,2,6.5,Biddle,Hunter,,3:25,N,27474,-,
153,Friday Sep 21,boxscore,PHI,@,ATL,L,5,6,,78-75,2,7.5,Venters,Neshek,Minter,3:24,N,34370,--,
154,Saturday Sep 22,boxscore,PHI,@,ATL,L,3,5,,78-76,2,8.5,Foltynewicz,Arrieta,Vizcaino,2:38,D,35616,---,
155,Sunday Sep 23,boxscore,PHI,@,ATL,L,1,2,,78-77,2,9.5,Sanchez,Nola,Carle,2:43,D,34214,----,
156,Monday Sep 24,boxscore,PHI,@,COL,L,1,10,,78-78,3,10.0,Gray,Eflin,,2:57,N,30336,-----,
157,Tuesday Sep 25,boxscore,PHI,@,COL,L,3,10,,78-79,3,11.0,Johnson,Velasquez,,3:21,N,30217,------,
158,Wednesday Sep 26,boxscore,PHI,@,COL,L,0,14,,78-80,3,11.0,Marquez,Pivetta,,2:51,N,35181,-------,
159,Thursday Sep 27,boxscore,PHI,@,COL,L,3,5,,78-81,3,11.0,Oberg,Arrieta,Davis,3:06,D,36448,--------,
160,Friday Sep 28,boxscore,PHI,,ATL,L,2,10,,78-82,3,12.0,Foltynewicz,Eickhoff,,3:42,N,24306,---------,
161,Saturday Sep 29,boxscore,PHI,,ATL,W,3,0,,79-82,3,11.0,Nola,Venters,Dominguez,2:43,N,30886,+,
162,Sunday Sep 30,boxscore,PHI,,ATL,W,3,1,,80-82,3,10.0,Hunter,Gausman,Dominguez,2:57,D,34202,++,
