Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
140,Wednesday Sep 5,boxscore,BAL,@,SEA,L,2,5,,41-99,5,55.5,Leake,Cashner,Diaz,3:04,N,15017,-,
141,Friday Sep 7,boxscore,BAL,@,TBR,L,2,14,,41-100,5,55.5,Snell,Bundy,,3:05,N,12436,--,
142,Saturday Sep 8,boxscore,BAL,@,TBR,L,5,10,,41-101,5,55.5,Yarbrough,Hess,,3:00,N,10275,---,
143,Sunday Sep 9,boxscore,BAL,@,TBR,L,3,8,,41-102,5,56.5,Chirinos,Rogers,,2:51,D,13632,----,
144,Tuesday Sep 11,boxscore,BAL,,OAK,L,2,3,,41-103,5,57.5,Fiers,Wright,Familia,2:45,N,9141,-----,
145,Wednesday Sep 12,boxscore,BAL,,OAK,L,0,10,,41-104,5,58.5,Mengden,Cashner,,2:39,N,10480,------,
146,Thursday Sep 13,boxscore,BAL,,OAK,W,5,3,,42-104,5,58.5,Bundy,Anderson,Givens,2:51,N,11714,+,
147,Friday Sep 14,boxscore,BAL,,CHW,L,6,8,,42-105,5,58.5,Shields,Ortiz,Jones,3:35,N,18265,-,
148,Saturday Sep 15,boxscore,BAL,,CHW,L,0,2,,42-106,5,59.5,Lopez,Ramirez,Minaya,2:52,N,23266,--,
149,Sunday Sep 16,boxscore,BAL,,CHW,W,8,4,,43-106,5,59.5,Meisinger,Giolito,Fry,3:27,D,19104,+,
150,Monday Sep 17,boxscore,BAL,,TOR,L,0,5,,43-107,5,60.0,Borucki,Phillips,,2:16,N,8198,-,
151,Tuesday Sep 18,boxscore,BAL,,TOR,L,4,6,,43-108,5,60.0,Petricka,Bundy,Giles,2:47,N,9096,--,
152,Wednesday Sep 19,boxscore,BAL,,TOR,W,2,1,,44-108,5,59.0,Wright,Estrada,Givens,2:34,N,11337,+,
153,Friday Sep 21,boxscore,BAL,@,NYY,L,8,10,,44-109,5,60.5,Sabathia,Ramirez,Betances,3:35,N,39903,-,
154,Saturday Sep 22,boxscore,BAL,@,NYY,L-wo,2,3,11,44-110,5,60.5,Kahnle,Fry,,3:53,D,40185,--,
155,Sunday Sep 23,boxscore,BAL,@,NYY,W,6,3,,45-110,5,59.5,Meisinger,Cole,Givens,3:19,D,43606,+,
156,Monday Sep 24,boxscore,BAL,@,BOS,L,2,6,,45-111,5,60.5,Eovaldi,Bundy,,3:06,N,35619,-,
157,Wednesday Sep 26 (1),boxscore,BAL,@,BOS,L,3,19,,45-112,5,60.5,Price,Meisinger,,3:10,D,33577,--,
158,Wednesday Sep 26 (2),boxscore,BAL,@,BOS,W,10,3,,46-112,5,60.5,Scott,Barnes,Fry,3:45,N,34445,+,
159,Friday Sep 28,boxscore,BAL,,HOU,L,1,2,,46-113,5,60.5,Sipp,Scott,Osuna,2:39,N,18434,-,
160,Saturday Sep 29 (1),boxscore,BAL,,HOU,L,3,4,,46-114,5,61.0,Harris,Gilmartin,Rondon,2:58,N,,--,
161,Saturday Sep 29 (2),boxscore,BAL,,HOU,L,2,5,,46-115,5,61.0,Peacock,Ramirez,Pressly,2:53,N,26020,---,
162,Sunday Sep 30,boxscore,BAL,,HOU,W,4,0,,47-115,5,61.0,Fry,Peacock,,2:23,D,24916,+,
